no,nama_barang,kategori,kode_barang
12074,Tugu/Tanda Batas Lain-lain (dst),GEDUNG DAN BANGUNAN,1.3.3.04.01.01.012
12075,TUGU/TANDA JARING KONTROL GEODESI,GEDUNG DAN BANGUNAN,1.3.3.04.01.02.000
12076,Tugu/tanda jaring kontrol geodesi,GEDUNG DAN BANGUNAN,1.3.3.04.01.02.001
12077,Jaring Kontrol Vertikal,GEDUNG DAN BANGUNAN,1.3.3.04.01.02.002
12078,Jaring Kontrol Gaya Berat,GEDUNG DAN BANGUNAN,1.3.3.04.01.02.003
12079,Jaring Kontrol Pasang Surut Paras Muka Laut,GEDUNG DAN BANGUNAN,1.3.3.04.01.02.004
12080,Jaring Kontrol Pasang Surut Sungai Dan Danau,GEDUNG DAN BANGUNAN,1.3.3.04.01.02.005
12081,Jaring Kontrol Pasang Surut Bumi,GEDUNG DAN BANGUNAN,1.3.3.04.01.02.006
12082,Jaring Kontrol Navigasi,GEDUNG DAN BANGUNAN,1.3.3.04.01.02.007
12083,Tugu/Tanda Jaring Kontrol Geodesi Lain-lain (dst),GEDUNG DAN BANGUNAN,1.3.3.04.01.02.008
12084,PILAR/TUGU/TANDA LAINNYA,GEDUNG DAN BANGUNAN,1.3.3.04.01.03.000
12085,Pilar/tugu/tanda lainnya,GEDUNG DAN BANGUNAN,1.3.3.04.01.03.001
12086,Kerangka Dasar Kadastral Orde 3,GEDUNG DAN BANGUNAN,1.3.3.04.01.03.002
12087,Kerangka Dasar Kadastral Orde 4,GEDUNG DAN BANGUNAN,1.3.3.04.01.03.003
12088,Pilar/Tugu/Tanda Lainnya Lain-lain (dst),GEDUNG DAN BANGUNAN,1.3.3.04.01.03.004
12089,PAGAR,GEDUNG DAN BANGUNAN,1.3.3.04.01.04.000
12090,Pagar Permanen,GEDUNG DAN BANGUNAN,1.3.3.04.01.04.001
12091,Pagar Semi Permanen,GEDUNG DAN BANGUNAN,1.3.3.04.01.04.002
12092,Pagar Darurat,GEDUNG DAN BANGUNAN,1.3.3.04.01.04.003
12093,Pagar Lain-lain (dst),GEDUNG DAN BANGUNAN,1.3.3.04.01.04.004
12094,TUGU/TANDA BATAS LAINNYA,GEDUNG DAN BANGUNAN,1.3.3.04.01.05.000
12095,Tugu/tanda batas lainnya,GEDUNG DAN BANGUNAN,1.3.3.04.01.05.001
12096,"JALAN, JARINGAN DAN IRIGASI","JALAN, JARINGAN DAN IRIGASI",1.3.4.00.00.00.000
12097,JALAN DAN JEMBATAN,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.00.00.000
12098,JALAN,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.00.000
12099,JALAN NASIONAL,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.01.000
12100,Jalan Nasional Arteri,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.01.001
12101,Jalan Nasional Kolektor,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.01.002
12102,Jalan Nasional Bernilai Strategis Nasional,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.01.003
12103,Jalan Nasional Kelas I Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.01.004
12104,JALAN PROPINSI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.02.000
12105,Jalan Propinsi Arteri,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.02.001
12106,Jalan Propinsi Kolektor,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.02.002
12107,Jalan Propinsi Lokal,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.02.003
12108,Jalan Propinsi Bernilai Strategis Propinsi,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.02.004
12109,Jalan Propinsi Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.02.005
12110,JALAN KABUPATEN,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.03.000
12111,Jalan Kabupaten Arteri,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.03.001
12112,Jalan Kabupaten Kolektor,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.03.002
12113,Jalan Kabupaten Lokal,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.03.003
12114,Jalan Kabupaten Bernilai Strategis Kabupaten,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.03.004
12115,Jalan Kabupaten Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.03.005
12116,JALAN KOTA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.04.000
12117,Jalan kota,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.04.001
12118,Jalan Kota Kolektor,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.04.002
12119,Jalan Kota Lokal,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.04.003
12120,Jalan Kota Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.04.004
12121,JALAN DESA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.05.000
12122,Jalan Desa,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.05.001
12123,Jalan Desa Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.05.002
12124,JALAN TOL,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.06.000
12125,Jalan Tol,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.06.001
12126,Jalan Tol Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.06.002
12127,JALAN KERETA API,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.07.000
12128,Jalan Kereta Api Bantalan Besi,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.07.001
12129,Jalan Kereta Api Bantalan Beton,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.07.002
12130,Jalan Kereta Api Bantalan Kayu,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.07.003
12131,Jalan Kereta Api Bantalan Beton untuk Lengkung,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.07.004
12132,Jalan Kereta Api Bantalan Beton untuk Wesel,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.07.005
12133,Jalan Kereta Api Bantalan Kayu Standar,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.07.006
12134,Jalan Kereta Api Bantalan Kayu Wesel,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.07.007
12135,Jalan Kereta Api Bantalan Kayu Jembatan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.07.008
12136,Jalan Kereta Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.07.009
12137,LANDASAN PACU PESAWAT TERBANG,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.08.000
12138,Landasan Pacu (Runway) Pesawat Terbang Permukaan Beton,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.08.001
12139,Landasan Pacu (Runway) Pesawat Terbang Permukaan Aspal,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.08.002
12140,Landasan Pacu (Runway) Pesawat Terbang Permukaan Batu Karang,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.08.003
12141,Landasan Pacu (Runway) Pesawat Terbang Permukaan Rumput,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.08.004
12142,Helipad,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.08.005
12143,Landasan Pasu Pswt Terbang Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.08.006
12144,JALAN KHUSUS,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.09.000
12145,Jalan Khusus Inspeksi,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.09.001
12146,Jalan Khusus Kompleks,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.09.002
12147,Jalan Khusus Proyek,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.09.003
12148,Jalan Khusus Quarry,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.09.004
12149,Jalan Khusus Lori,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.09.005
12150,Jalan Khusus Badan Hukum,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.09.006
12151,Jalan Khusus Perorangan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.09.007
12152,Jalan Khusus Lainnya,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.09.008
12153,Jalan Khusus Pejalan Kaki (Trotoar),"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.09.009
12154,Jalan Khusus Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.09.010
12155,JALAN LAINNYA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.10.000
12156,Jalan lainnya,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.01.10.001
12157,JEMBATAN,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.00.000
12158,JEMBATAN PADA JALAN NASIONAL,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.01.000
12159,Jembatan Pada Jalan Nasional Arteri,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.01.001
12160,Jembatan Pada Jalan Nasional Kolektor,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.01.002
12161,Jembatan Pada Jalan Nasional Bernilai Strategis Nasional,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.01.003
12162,Jalan Negara/Nasional Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.01.004
12163,JEMBATAN PADA JALAN PROPINSI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.02.000
12164,Jembatan Pada Jalan Propinsi Arteri,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.02.001
12165,Jembatan Pada Jalan Propinsi Kolektor,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.02.002
12166,Jembatan Pada Jalan Propinsi Lokal,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.02.003
12167,Jembatan Pada Jalan Propinsi Bernilai Strategis Propinsi,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.02.004
12168,Jembatan Propinsi lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.02.005
12169,JEMBATAN PADA JALAN KABUPATEN,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.03.000
12170,Jembatan Pada Jalan Kabupaten Arteri,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.03.001
12171,Jembatan Pada Jalan Kabupaten Kolektor,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.03.002
12172,Jembatan Pada Jalan Kabupaten Lokal,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.03.003
12173,Jembatan Pada Jalan Kabupaten Strategis Kabupaten,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.03.004
12174,Jembatan Kabupaten/kota Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.03.005
12175,JEMBATAN PADA JALAN KOTA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.04.000
12176,Jembatan pada jalan kota,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.04.001
12177,Jembatan Pada Jalan Kota Kolektor,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.04.002
12178,Jembatan Pada Jalan Kota Lokal,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.04.003
12179,Jembatan Pada Jalan Kota Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.04.004
12180,JEMBATAN PADA JALAN DESA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.05.000
12181,Jembatan Pada Jalan Desa,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.05.001
12182,Jembatan Desa Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.05.002
12183,JEMBATAN PADA JALAN TOL,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.06.000
12184,Jembatan Pada Jalan Tol,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.06.001
12185,Jembatan Jalan Tol Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.06.002
12186,JEMBATAN PADA JALAN KERETA API,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.07.000
12187,Jembatan Pada Jalan Kereta Api Bantalan Besi,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.07.001
12188,Jembatan Pada Jalan Kereta Api Bantalan Beton,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.07.002
12189,Jembatan Pada Jalan Kereta Api Bantalan Kayu,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.07.003
12190,Jembatan pada Jln Kereta Api Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.07.004
12191,JEMBATAN PADA LANDASAN PACU PESAWAT TERBANG,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.08.000
12192,Jembatan Pada Landasan Pacu Pesawat Terbang Permukaan Beton,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.08.001
12193,Jembatan Pada Landasan Pacu Pesawat Terbang Permukaan Aspal,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.08.002
12194,Jembatan Pada Landasan Pacu Pesawat Terbang Permukaan Rumput,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.08.003
12195,Jembatan pd Landasan Pacu pesawat Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.08.004
12196,JEMBATAN PADA JALAN KHUSUS,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.09.000
12197,Jembatan Pada Jalan Khusus Inspeksi,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.09.001
12198,Jembatan Pada Jalan Khusus Kompleks,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.09.002
12199,Jembatan Pada Jalan Khusus Proyek,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.09.003
12200,Jembatan Pada Jalan Khusus Quarry,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.09.004
12201,Jembatan Pada Jalan Khusus Lori,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.09.005
12202,Jembatan Pada Jalan Khusus Badan Hukum,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.09.006
12203,Jembatan Pada Jalan Khusus Perorangan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.09.007
12204,Jembatan Khusus Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.09.008
12205,JEMBATAN PENYEBERANGAN,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.10.000
12206,Jembatan Penyeberangan Orang,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.10.001
12207,Jembatan Penyeberangan Kendaraan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.10.002
12208,Jembatan Fly Over,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.10.003
12209,Jembatan Inter Change,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.10.004
12210,Jembatan Gantung,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.10.005
12211,Jembatan Penyebrangan Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.10.006
12212,JEMBATAN LABUH/SANDAR PADA TERMINAL,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.11.000
12213,Jembatan Labuh/Sandar pada Terminal,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.11.001
12214,Kade,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.11.002
12215,Embarkasi/Debarkasi,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.11.003
12216,Jembatan Pantai,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.11.004
12217,Jembatan Labuh/Sandar pada Terminal Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.11.005
12218,JEMBATAN PENGUKUR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.12.000
12219,Jembatan Timbang,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.12.001
12220,Jembatan KIR/Pengujian,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.12.002
12221,Jembatan Pengukur Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.12.003
12222,JEMBATAN LAINNYA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.13.000
12223,Jembatan lainnya,"JALAN, JARINGAN DAN IRIGASI",1.3.4.01.02.13.001
12224,BANGUNAN AIR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.00.00.000
12225,BANGUNAN AIR IRIGASI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.00.000
12226,BANGUNAN WADUK IRIGASI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.01.000
12227,"Waduk Dengan Bendungan, Tanggul, Menara Pengambilan Pelimpah Ban","JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.01.001
12228,"Waduk Dengan Bendungan, Tanggul Dan Menara Pengambilan","JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.01.002
12229,Waduk Dengan Menara Pengambilan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.01.003
12230,"Waduk Dengan Tanggul, Dan Pintu Air/Menara Pengambilan","JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.01.004
12231,Waduk Dengan Tanggul Dan Pintu Pengukur Waduk Lapangan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.01.005
12232,Bangunan Waduk a Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.01.006
12233,BANGUNAN PENGAMBILAN IRIGASI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.02.000
12234,Bendung,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.02.001
12235,Bendung Dengan Pintu Bilas,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.02.002
12236,Bendung Dengan Pompa,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.02.003
12237,Bangunan Pengambilan Bebas,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.02.004
12238,Bangunan Pengambilan Bebas Dengan Pompa (Bangunan Pengambilan Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.02.005
12239,Sumur Dengan Pompa (Bangunan Pengambilan Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.02.006
12240,Bangunan Pengambilan Irigasi Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.02.007
12241,BANGUNAN PEMBAWA IRIGASI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.03.000
12242,Saluran Muka (Bangunan Pembawa Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.03.001
12243,Saluran Induk (Bangunan Pembawa Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.03.002
12244,Saluran Sekunder (Bangunan Pembawa Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.03.003
12245,Saluran Tersier (Bangunan Pembawa Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.03.004
12246,Saluran Kwarter,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.03.005
12247,Saluran Pasang Tertutup/Terowongan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.03.006
12248,Saluran Suplesi,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.03.007
12249,Bangunan Pembawa Irigasi Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.03.008
12250,BANGUNAN PEMBUANG IRIGASI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.04.000
12251,Saluran Induk Pembuang (Bangunan Pembuang Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.04.001
12252,Saluran Sekunder Pembuang (Bangunan Pembuang Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.04.002
12253,Saluran Tersier Pembuang (Bangunan Pembuang Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.04.003
12254,bangunan pembuang irigasi lainnya (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.04.004
12255,BANGUNAN PENGAMAN IRIGASI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.05.000
12256,Tanggul Banjir (Bangunan Pengaman Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.05.001
12257,Bangunan Pintu Air/Klep (Bangunan Pengaman Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.05.002
12258,Bangunan Pengaman Irigasi Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.05.003
12259,BANGUNAN PELENGKAP IRIGASI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.000
12260,Bangunan Bagi,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.001
12261,Bangunan Bagi Dan Sadap (Bangunan Pelengkap Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.002
12262,Bangunan Sadap (Bangunan Pelengkap Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.003
12263,Bangunan Got Miring,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.004
12264,Bangunan Terjun (Bangunan Pelengkap Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.005
12265,Bangunan Talang (Bangunan Pelengkap Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.006
12266,Bangunan Syphon (Bangunan Pelengkap Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.007
12267,Bangunan Gorong-Gorong (Bangunan Pelengkap Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.008
12268,Bangunan Pelimpah Sampah,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.009
12269,Bangunan Pengeluaran/Pintu,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.010
12270,Bangunan Box Tersier (Bangunan Pelengkap Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.011
12271,Bangunan Pengukur,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.012
12272,Bangunan Mandi Hewan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.013
12273,Bangunan Pertemuan Saluran,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.014
12274,Bangunan Pelengkap Dalam Petak Tersier,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.015
12275,Bangunan Jembatan (Bangunan Pelengkap Irigasi),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.016
12276,Bangunan Pelengkap Irigasi Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.06.017
12277,BANGUNAN SAWAH IRIGASI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.07.000
12278,Bangunan sawah irigasi,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.07.001
12279,Bangunan Sawah Irigasi Semi Tehnis,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.07.002
12280,Bangunan Sawah Irigasi Non Tehnis,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.07.003
12281,Bangunan Sawah Irigasi Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.07.004
12282,BANGUNAN AIR IRIGASI LAINNYA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.08.000
12283,Bangunan air irigasi lainnya,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.01.08.001
12284,BANGUNAN PENGAIRAN PASANG SURUT,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.00.000
12285,BANGUNAN WADUK PASANG SURUT,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.01.000
12286,Waduk Pasang Surut,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.01.001
12287,Bangunan Waduk Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.01.002
12288,BANGUNAN PENGAMBILAN PASANG SURUT,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.02.000
12289,Bangunan Bendung Dengan Pompa,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.02.001
12290,Bangunan Pengambilan Bebas Dengan Pompa (Bangunan Pengambilan Pasang Surut,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.02.002
12291,Bangunan Pengambilan Pasang Surat  Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.02.003
12292,BANGUNAN PEMBAWA PASANG SURUT,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.03.000
12293,Saluran Muka (Bangunan Pembawa Pasang Surut),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.03.001
12294,Saluran Induk (Bangunan Pembawa Pasang Surut),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.03.002
12295,Saluran Sekunder (Bangunan Pembawa Pasang Surut),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.03.003
12296,Saluran Tersier (Bangunan Pembawa Pasang Surut),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.03.004
12297,Saluran Penyimpan Air,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.03.005
12298,Saluran Lalu Lintas Air,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.03.006
12299,Bangunan Pembawa Pasang Surut Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.03.007
12300,SALURAN PEMBUANG PASANG SURUT,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.04.000
12301,Saluran Induk Pembuang (Saluran Pembuang Pasang Surut),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.04.001
12302,Saluran Sekunder Pembuang (Saluran Pembuang Pasang Surut),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.04.002
12303,Saluran Tersier Pembuang (Saluran Pembuang Pasang Surut),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.04.003
12304,Saluran Pengumpul Air,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.04.004
12305,Bangunan Saluran lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.04.005
12306,BANGUNAN PENGAMAN PASANG SURUT,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.05.000
12307,Bangunan Pintu Air/Klep (Bangunan Pengaman Pasang Surut),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.05.001
12308,Bangunan Pemasukan/Pembuang,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.05.002
12309,Kolam Pasang,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.05.003
12310,Bangunan Pengamanan Pasang Surut lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.05.004
12311,BANGUNAN PELENGKAP PASANG SURUT,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.06.000
